ID,Produto,Categoria,Preço,Quantidade,Data,Vendas
ef8da7a4-be87-479d-9a22-50ffb8c73278,Mouse Razer,Acessórios,500,3,2023-10-31 15:24:00,1500
651a95a2-904e-4cbd-b0c0-ac5f9019d112,Smart TV LG 4K 55'',Eletrônicos,3000,1,2023-09-04 19:39:00,3000
2d2ea07b-9ffc-4044-af9d-0c5e645b18e6,Samsung Galaxy S23,Smartphones,4000,14,2023-09-14 15:47:00,56000
e9e7ce87-f5a0-49dd-9a47-ebcfd31a25b9,MacBook Air,Laptops,12000,6,2023-08-05 19:29:00,72000
b60b236c-497b-4a4d-b9d4-7990dcfb5501,Fone de Ouvido JBL,Áudio,400,9,2023-03-24 18:12:00,3600
c9e72312-8733-4a6f-a115-3ec5cda8d3b9,Notebook Dell,Laptops,5000,13,2023-08-06 11:01:00,65000
40598906-9e59-4495-9dec-5091b547d0b0,Mouse Razer,Acessórios,500,18,2023-07-10 12:05:00,9000
009bdd67-69f1-41ad-a2ee-2edcd82bfb19,MacBook Air,Laptops,12000,12,2023-10-14 11:53:00,144000
afd6c151-df21-4923-855e-e249d92464c3,Câmera Sony,Fotografia,7000,4,2023-01-23 16:34:00,28000
566af117-4ce2-4c8a-b5ec-1d6c4becdfd5,Notebook Dell,Laptops,5000,19,2023-04-13 09:03:00,95000
11b10b3d-6c81-4cee-b9dc-0e11218a3726,Mouse Razer,Acessórios,500,9,2023-11-05 19:57:00,4500
b0218cb8-93a3-4dd6-adf1-62aab80deca3,Smart TV LG 4K 55'',Eletrônicos,3000,14,2023-12-17 10:25:00,42000
2fb2bbeb-f16a-4fe1-8c24-1a81b0832722,Caixa de Som JBL,Áudio,2000,8,2023-10-04 13:04:00,16000
5db7025b-db79-46fe-b41b-fdad6c52f799,Samsung Galaxy S23,Smartphones,4000,8,2023-06-27 08:22:00,32000
0bcb86cd-25de-47ad-8bb8-d51b22edb8f5,Câmera Canon,Fotografia,9000,8,2023-03-09 16:02:00,72000
96df105c-924d-4775-8c39-ec186f3a6ae4,Mouse Razer,Acessórios,500,8,2023-02-05 09:39:00,4000
829b6515-2151-4daa-abb0-04eaae06606b,Samsung Galaxy S23,Smartphones,4000,13,2023-02-02 19:06:00,52000
2af9eaa4-9bb3-41c3-8dca-927f63869aeb,Teclado Mecânico Razer,Acessórios,700,16,2023-08-11 15:59:00,11200
59e26425-6bad-4670-86af-049fa2976f10,Smart TV LG 4K 55'',Eletrônicos,3000,4,2023-03-18 17:02:00,12000
6457e1a9-cfad-49b4-bd0e-c55c22036b9d,Caixa de Som JBL,Áudio,2000,11,2023-03-05 08:56:00,22000
00325aac-f4f2-4ba7-92e0-2e04787d1731,Mouse Razer,Acessórios,500,8,2023-09-21 11:59:00,4000
56f5126d-99cf-47a9-8c30-afbf4dd208ca,Câmera Sony,Fotografia,7000,14,2023-07-08 15:02:00,98000
796aa8b7-ac02-434e-b0d3-d575d562183c,MacBook Air,Laptops,12000,13,2023-01-15 19:16:00,156000
22ede005-b655-4293-8554-d1d899813202,Mouse Razer,Acessórios,500,12,2023-11-27 10:48:00,6000
e92ef15f-9c71-43e8-a14a-25bfaba60095,Câmera Canon,Fotografia,9000,11,2023-04-01 14:01:00,99000
172b5751-f70a-4af5-9f24-6cf9d7e5f8bf,Fone de Ouvido JBL,Áudio,400,13,2023-01-28 18:18:00,5200
67e582b0-d618-4514-8889-8c43b8820221,Fone de Ouvido JBL,Áudio,400,17,2023-08-27 13:29:00,6800
37d83863-a203-4df2-92be-714fb0b1b3c0,iPhone 14 Pro,Smartphones,8000,11,2023-09-19 18:46:00,88000
b9d37171-7b79-49e2-9075-170398ceac23,MacBook Air,Laptops,12000,12,2023-07-22 11:48:00,144000
396b0076-a104-4dee-9e41-65e11f2c05c5,Notebook Dell,Laptops,5000,5,2023-12-13 12:03:00,25000
ee7fe04f-56fe-488a-b94b-7c40cd737baa,Samsung Galaxy S23,Smartphones,4000,8,2023-07-10 12:55:00,32000
e0e5053b-22d9-4ca6-b5b4-a60b69bc9601,Caixa de Som JBL,Áudio,2000,8,2023-06-03 16:24:00,16000
6ca698c2-2905-4be2-9fca-5a25496862d3,iPhone 14 Pro,Smartphones,8000,17,2023-01-05 15:16:00,136000
2885ae5b-7aad-4e02-b0c6-9f7287816c92,Teclado Mecânico Razer,Acessórios,700,13,2023-07-17 09:46:00,9100
dd6ee611-cdac-42cb-9711-846efd30437d,Teclado Mecânico Razer,Acessórios,700,17,2023-10-02 18:15:00,11900
09df45bd-e0c1-4805-9655-1ccfe89e70c9,Câmera Sony,Fotografia,7000,15,2023-10-18 17:11:00,105000
a8ff1757-4105-46d9-83a0-9a30d2196d4b,Mouse Razer,Acessórios,500,12,2023-02-17 17:13:00,6000
86b0ef8d-e6b9-4fec-9463-da32e521f904,MacBook Air,Laptops,12000,13,2023-04-02 12:09:00,156000
b33bbb0c-b5d1-4cfe-a325-3d4e8a0a348f,MacBook Air,Laptops,12000,4,2023-11-07 16:26:00,48000
3ac3575f-0432-4ade-8bf1-d3a2a473f989,Fone de Ouvido JBL,Áudio,400,3,2023-12-21 15:00:00,1200
bb7b06fe-35e4-4b76-b608-78922cd3428a,Mouse Razer,Acessórios,500,19,2023-07-17 15:01:00,9500
04e9dcb1-678e-4e1c-b6f5-bfbbec873b40,Teclado Mecânico Razer,Acessórios,700,9,2023-02-13 11:41:00,6300
b22c4361-2fcd-4303-a7e7-b72c50b30a18,Câmera Sony,Fotografia,7000,3,2023-11-19 10:35:00,21000
a3fa7b78-5d2f-4c59-aac4-3018ea71f3a8,MacBook Air,Laptops,12000,5,2023-05-19 11:43:00,60000
4dd31888-8344-45d2-aa7b-3de03b16791d,Smart TV LG 4K 55'',Eletrônicos,3000,4,2023-07-11 17:59:00,12000
87b18061-8f0b-4899-b3bf-ced5367f68d4,Caixa de Som JBL,Áudio,2000,4,2023-12-16 12:21:00,8000
49939318-f524-435f-a529-00780e9ba9b9,Samsung Galaxy S23,Smartphones,4000,12,2023-01-27 17:21:00,48000
c337fde2-1ffe-4e22-8664-d25597107182,Teclado Mecânico Razer,Acessórios,700,2,2023-01-21 18:13:00,1400
cbd9ecec-d289-409f-954e-ab59dc038c3c,Câmera Sony,Fotografia,7000,11,2023-04-15 19:42:00,77000
f175a828-95aa-4da4-abc3-12dbeb6ac622,Teclado Mecânico Razer,Acessórios,700,1,2023-12-21 18:22:00,700
5ca1c62e-faab-48ae-8bbd-a8a52d4ddf4a,Smart TV LG 4K 55'',Eletrônicos,3000,20,2023-03-26 10:41:00,60000
a30e2b8f-44f4-47c9-84c2-cf2266e271d3,Smart TV LG 4K 55'',Eletrônicos,3000,18,2023-09-13 09:52:00,54000
de702b89-d1fc-4ac8-92e7-95188328412f,Smart TV LG 4K 55'',Eletrônicos,3000,7,2023-11-01 17:15:00,21000
26290ad3-3b5a-47e2-81da-cc50d5ba0a73,Câmera Sony,Fotografia,7000,18,2023-03-06 15:04:00,126000
22bd4d39-62d6-4a41-bae6-e56f84664a9e,iPhone 14 Pro,Smartphones,8000,16,2023-04-07 16:22:00,128000
be97a21a-fb96-42ca-9b98-5e52735a6f5f,Caixa de Som JBL,Áudio,2000,8,2023-07-25 08:21:00,16000
81acd2d6-8feb-4120-b863-d860df56cc27,Samsung Galaxy S23,Smartphones,4000,13,2023-04-28 13:38:00,52000
f15f30d3-afcf-4ec6-9a14-66311fa6e6a4,iPhone 14 Pro,Smartphones,8000,8,2023-06-10 11:31:00,64000
230a138e-acca-470e-b19e-4c932f21141d,iPhone 14 Pro,Smartphones,8000,11,2023-04-30 13:41:00,88000
e984f3e5-8a14-444e-913a-9e0f3cec8ad3,Caixa de Som JBL,Áudio,2000,9,2023-03-13 11:48:00,18000
c55b4525-8e90-4e56-8e2e-2aa0dd87eaf3,Samsung Galaxy S23,Smartphones,4000,2,2023-08-02 09:32:00,8000
09d4c765-b868-4502-8b16-e149c1083853,Fone de Ouvido JBL,Áudio,400,13,2023-07-26 10:52:00,5200
7a0619ad-434f-4883-b086-fc42ee10052d,Fone de Ouvido JBL,Áudio,400,15,2023-10-21 17:22:00,6000
0176b1e7-d382-4b02-8888-910ce4ed8a20,Câmera Sony,Fotografia,7000,17,2023-07-07 18:43:00,119000
3387c659-8e81-4216-9735-25544fa791f8,Caixa de Som JBL,Áudio,2000,13,2023-05-27 08:28:00,26000
d126d56b-f96d-489b-9f42-5bdfec308200,Caixa de Som JBL,Áudio,2000,4,2023-09-15 08:29:00,8000
af6cb3b2-838d-403b-b52f-9b945d7d04c4,Teclado Mecânico Razer,Acessórios,700,20,2023-05-19 15:57:00,14000
40b24eb6-fe4d-41a1-a484-4d736c8390c3,Fone de Ouvido JBL,Áudio,400,14,2023-09-02 09:11:00,5600
221fab8f-3a71-4666-8a5d-968ed15a255c,Fone de Ouvido JBL,Áudio,400,16,2023-03-27 17:11:00,6400
64bbcfca-d76d-4bda-8c46-05b80a3db0fd,Smart TV LG 4K 55'',Eletrônicos,3000,17,2023-03-11 19:06:00,51000
39e6a9f2-ae8c-4c00-a3c1-8e86fbae6b9b,MacBook Air,Laptops,12000,9,2023-06-13 10:26:00,108000
52f79f3c-5143-4002-979d-553fc241cb29,Fone de Ouvido JBL,Áudio,400,15,2023-09-25 15:02:00,6000
cc77788e-bc46-4d9e-ad90-cbad19cdf3ed,Caixa de Som JBL,Áudio,2000,20,2023-08-05 08:20:00,40000
1f66c33b-f01f-49f4-b3fe-54b855ac9826,Câmera Sony,Fotografia,7000,12,2023-08-29 10:20:00,84000
1c55d6c4-b647-4d37-8829-eff1220ee1ed,Câmera Canon,Fotografia,9000,17,2023-07-13 17:20:00,153000
dbd04a42-dbf6-4433-a37d-a863b020e50d,Câmera Canon,Fotografia,9000,7,2023-06-17 10:32:00,63000
89558ccf-a2e1-4922-bb10-a0a0edc897f6,Smart TV LG 4K 55'',Eletrônicos,3000,1,2023-11-01 13:36:00,3000
2124a742-a828-4ef7-8a91-bf1100f08474,Fone de Ouvido JBL,Áudio,400,14,2023-02-03 17:32:00,5600
8324ac20-2302-45e5-9b11-0342b17f9134,Mouse Razer,Acessórios,500,11,2023-12-25 14:24:00,5500
efa913a2-70aa-479e-b0d4-ae8d2459531c,Smart TV LG 4K 55'',Eletrônicos,3000,14,2023-10-02 14:07:00,42000
092af93d-43d4-4c94-af77-468a1081ca76,Samsung Galaxy S23,Smartphones,4000,15,2023-09-14 11:03:00,60000
af2fcef7-ecac-4e4b-b30e-05bd8a4695c5,iPhone 14 Pro,Smartphones,8000,12,2023-05-01 16:28:00,96000
7bd881ef-0b12-4b55-8c89-32dcb616771f,Caixa de Som JBL,Áudio,2000,16,2023-09-13 19:22:00,32000
d20fb9a7-9873-4ed3-af00-b024bf85a0da,Câmera Canon,Fotografia,9000,20,2023-12-23 15:34:00,180000
86d21b98-d0e1-4979-9957-21dd21760666,Mouse Razer,Acessórios,500,13,2023-08-19 19:52:00,6500
b2351843-783e-48dd-a7d2-d69f3951bf35,Caixa de Som JBL,Áudio,2000,14,2023-01-15 13:12:00,28000
28578d8e-f928-4d64-b02a-4ef43e411a15,Câmera Canon,Fotografia,9000,11,2023-08-15 13:56:00,99000
d88ccae8-e8e6-4e4d-a7b7-31ef6440f77b,Mouse Razer,Acessórios,500,10,2023-01-18 10:13:00,5000
4e4588cc-f2b8-4ea9-a007-1bec304be6c4,MacBook Air,Laptops,12000,6,2023-04-25 10:49:00,72000
9096da97-a342-4f93-abe8-d36fd930a8b8,Smart TV LG 4K 55'',Eletrônicos,3000,19,2023-11-22 13:04:00,57000
cef9667d-8226-412f-ab81-1fd466dd34fa,Teclado Mecânico Razer,Acessórios,700,10,2023-05-20 16:10:00,7000
6ee8a9b1-e839-4e34-a790-786a26a3fdc2,MacBook Air,Laptops,12000,10,2023-05-30 12:28:00,120000
394cac2c-1c9a-49cf-ab08-13c2b43024f6,Câmera Canon,Fotografia,9000,12,2023-04-20 19:50:00,108000
31f70fe7-d89a-42f4-baa1-99c60c8424f4,Mouse Razer,Acessórios,500,14,2023-09-14 16:46:00,7000
a120b287-c6a0-4ab3-840f-af3f8ca3a532,Samsung Galaxy S23,Smartphones,4000,14,2023-06-07 19:01:00,56000
5e91949d-df82-4599-a3cf-dbf1340e7806,iPhone 14 Pro,Smartphones,8000,11,2023-01-03 16:05:00,88000
8cba76e9-d65c-4b3e-be3e-abca31a4dc96,Caixa de Som JBL,Áudio,2000,7,2023-11-18 18:01:00,14000
7b16aee2-e197-4f10-89d4-fa20630482d1,Câmera Sony,Fotografia,7000,4,2023-11-16 15:26:00,28000
c8b51e1f-80d6-4ea6-9519-8be2979e1ef5,Smart TV LG 4K 55'',Eletrônicos,3000,17,2023-06-16 18:41:00,51000
91aa6ddb-c78c-4c36-be8e-291f80c08c4f,MacBook Air,Laptops,12000,10,2023-10-20 10:11:00,120000
9cdbc193-322f-4bad-9652-949c81d70a14,Notebook Dell,Laptops,5000,12,2023-03-12 17:20:00,60000
d985de54-3058-4238-a4bc-d47ef6fc6be2,iPhone 14 Pro,Smartphones,8000,1,2023-10-18 16:42:00,8000
6382b520-a135-4bf3-bf8c-d9bcf9abd58e,MacBook Air,Laptops,12000,17,2023-08-12 19:22:00,204000
49122729-fa83-4189-a337-a10dbeaa71c7,Câmera Sony,Fotografia,7000,2,2023-06-12 09:39:00,14000
a6ebf76b-1141-4d80-a4a0-2942fa2d312e,Samsung Galaxy S23,Smartphones,4000,10,2023-12-10 13:21:00,40000
bcaf0501-68e1-4dcd-8ab7-2b5f96c0a554,iPhone 14 Pro,Smartphones,8000,13,2023-02-28 16:58:00,104000
fb54edf1-22e0-49bb-adfe-bdb6407dfbc4,iPhone 14 Pro,Smartphones,8000,14,2023-09-02 09:17:00,112000
2b389352-0419-4abf-b0a0-b2d5ffc441e9,Notebook Dell,Laptops,5000,17,2023-06-23 12:19:00,85000
b4877e6f-b336-4c07-86dc-1122009903a8,Câmera Canon,Fotografia,9000,2,2023-11-05 10:46:00,18000
