ID,Produto,Categoria,Preço,Quantidade,Data
734e015f-5245-4db8-b615-a13943cd0011,Notebook Dell,Laptops,4165,12,28/01/2023
ed985318-099f-457d-86fa-3795c64a6758,Mouse Razer,Acessórios,421,16,08/02/2023
71bf0771-8b0f-4cce-8c44-193ba746cdd1,iPhone 14 Pro,Smartphones,7585,9,11/02/2023
61c03c97-a7f9-45ec-96e1-b425c6d26564,Mouse Razer,Acessórios,451,5,11/10/2023
666ba3d0-aaa2-4dd5-a4e9-729aadc1ed68,Teclado Mecânico Razer,Acessórios,693,14,06/05/2023
6278436a-aabd-4a5c-9312-7721d0f60c7b,Smart TV LG 4K 55'',Eletrônicos,2949,6,21/05/2023
d1a4f4ab-a155-40f7-b48d-e356eb6fb08f,MacBook Air,Laptops,10296,12,05/10/2023
e0f60e2d-b609-4609-b36e-fd6f4e4ef331,Fone de Ouvido JBL,Áudio,367,16,23/12/2023
a11b8de7-907d-49da-bc8a-a46f3e6f5561,iPhone 14 Pro,Smartphones,7187,1,10/05/2023
07b306b4-48c0-4de5-9dda-33a977d58392,Mouse Razer,Acessórios,414,10,26/10/2023
db638a9c-5a0e-48fe-bf77-9e0c7e975421,Fone de Ouvido JBL,Áudio,359,13,15/11/2023
fdbcce6b-8832-40d0-83d7-e46f4efa4f2a,Samsung Galaxy S23,Smartphones,4329,10,16/06/2023
d198558f-abc3-4151-bd09-41df210dec9b,MacBook Air,Laptops,10085,4,12/04/2023
da687187-fcb7-4ae1-adf1-8ec8cea56e94,iPhone 14 Pro,Smartphones,7531,2,23/01/2023
2ab334c5-b391-41ad-80d5-e52c849f2548,iPhone 14 Pro,Smartphones,7261,4,07/12/2023
d0a8abd4-dce3-4e89-ae19-1a335df37f3d,Samsung Galaxy S23,Smartphones,4472,14,21/07/2023
9fec5d18-9402-4fb6-ac83-74c948ad95bf,Mouse Razer,Acessórios,421,17,08/06/2023
0c0de6a7-7b94-4cdc-8856-7dcd8ea85bd2,Notebook Dell,Laptops,4109,20,17/12/2023
24fd3dec-ed67-47a4-bbbc-c6ac4ffe5a78,Samsung Galaxy S23,Smartphones,4389,15,02/05/2023
8a4b19fe-ee17-41ea-9895-8c0c913df0d6,Smart TV LG 4K 55'',Eletrônicos,2989,4,25/07/2023
4ab816b8-e352-47bf-bb38-bf043dc1bbc8,Caixa de Som JBL,Áudio,1566,4,24/11/2023
f0a515ff-cf7f-43f6-b326-5ff0694599f2,Samsung Galaxy S23,Smartphones,4048,12,13/05/2023
1b663eb3-1f54-4a71-a6d2-7d96e12a54f3,Fone de Ouvido JBL,Áudio,311,11,01/11/2023
323bdc88-8f66-4a40-a23a-30ece15857d2,Teclado Mecânico Razer,Acessórios,561,16,23/03/2023
d0916f9e-cabe-49d4-b287-8383b202551c,Caixa de Som JBL,Áudio,1970,17,06/11/2023
9e2bae08-47d0-4c61-ab7e-72d74fe8d1d0,Notebook Dell,Laptops,4324,7,24/08/2023
2df6ad52-37d0-4fb2-8ca6-fa216cafa2ac,iPhone 14 Pro,Smartphones,7553,12,15/07/2023
9978d7d6-f597-44b9-8afb-77f38042822c,Notebook Dell,Laptops,4531,17,03/10/2023
b85eb018-9cfa-48e9-b0ac-ff90cd8831b1,Caixa de Som JBL,Áudio,1913,12,04/04/2023
16a74014-33de-451b-8f86-53bcc9086ad4,Teclado Mecânico Razer,Acessórios,602,16,07/07/2023
1dd24334-5c4e-4840-8c88-335147aae1b7,Mouse Razer,Acessórios,409,13,18/10/2023
da3e5f4b-90c9-497e-9a86-a08c4a6fa3ab,Smart TV LG 4K 55'',Eletrônicos,2747,17,28/10/2023
089c6c3f-952f-4e30-a56c-d458d76adfc3,Fone de Ouvido JBL,Áudio,329,3,12/12/2023
31ebf9dc-81c7-4ec3-aaa1-41a79ea075fb,Smart TV LG 4K 55'',Eletrônicos,2905,8,15/09/2023
2a89d4b7-1598-4157-8b10-2abe0d622d5f,Teclado Mecânico Razer,Acessórios,688,19,16/02/2023
d74295d5-6bbb-48d0-9592-9ca3df70bc66,MacBook Air,Laptops,10049,5,06/08/2023
52253855-2454-4c59-acfb-d49973051097,Mouse Razer,Acessórios,466,6,06/09/2023
fecbdb0e-46d7-4cc6-9048-94a36d6877f1,MacBook Air,Laptops,11117,10,25/11/2023
f507179f-46bf-4f97-b216-10991741ef10,Câmera Sony,Fotografia,6071,8,16/11/2023
5bfc8340-880c-49ed-8a06-2e2dd3487df2,Fone de Ouvido JBL,Áudio,371,20,26/12/2023
782e6428-e4a1-4adf-8656-9ec471ebb435,Teclado Mecânico Razer,Acessórios,576,13,12/11/2023
14ef9e63-cace-4a54-9df5-fa716d75d968,MacBook Air,Laptops,10770,12,04/02/2023
f669b4b2-430d-49cc-8a7e-bbc1f0cb4972,Mouse Razer,Acessórios,420,3,16/11/2023
86bc29c7-aa90-4d51-9fb5-d2db914b3d35,Fone de Ouvido JBL,Áudio,377,15,08/02/2023
95d55d7f-4f85-4530-a079-8f735ff95dcb,Samsung Galaxy S23,Smartphones,4469,6,14/08/2023
8c136414-4527-4be3-bb49-52effa820eac,Samsung Galaxy S23,Smartphones,4475,18,26/11/2023
1db59630-6e9c-4f5d-baa4-510b49707e87,Notebook Dell,Laptops,4480,7,30/09/2023
fdd5390b-7b32-44f1-a80b-39f689ab4d62,Teclado Mecânico Razer,Acessórios,583,9,01/07/2023
eed94963-a3cd-43ea-a8c9-95a59d22b6f8,Notebook Dell,Laptops,4322,8,18/10/2023
be9eed13-45a1-4cdb-a6d8-e821dfb23001,MacBook Air,Laptops,11547,14,17/06/2023
0059c916-3279-43aa-8ea1-f2e5dce0803e,MacBook Air,Laptops,11883,13,03/06/2023
